"small_area","police_precinct","weight"
"7971263","KWA THEMA","1.0"
"7972913","KWA THEMA","0.739719597079"
"7971704","KWA THEMA","1.0"
"7972544","KWA THEMA","1.0"
"7971871","KWA THEMA","1.0"
"7971747","KWA THEMA","1.0"
"7972724","KWA THEMA","1.0"
"7971836","KWA THEMA","1.0"
"7971414","KWA THEMA","1.0"
"7970097","KWA THEMA","1.0"
"7970952","KWA THEMA","1.0"
"7973160","KWA THEMA","1.0"
"7972628","KWA THEMA","1.0"
"7972560","KWA THEMA","1.0"
"7972894","KWA THEMA","1.0"
"7971675","KWA THEMA","1.0"
"7973897","KWA THEMA","1.0"
"7972798","KWA THEMA","1.0"
"7973325","KWA THEMA","1.0"
"7973771","KWA THEMA","1.0"
"7972286","KWA THEMA","1.0"
"7971316","KWA THEMA","1.0"
"7971622","KWA THEMA","1.0"
"7972185","KWA THEMA","0.78647160239"
"7973220","KWA THEMA","1.0"
"7972746","KWA THEMA","1.0"
"7970876","KWA THEMA","1.0"
"7971126","KWA THEMA","1.0"
"7971362","KWA THEMA","1.0"
"7973397","KWA THEMA","1.0"
"7973144","KWA THEMA","1.0"
"7973639","KWA THEMA","1.0"
"7973978","KWA THEMA","1.0"
"7972529","KWA THEMA","0.950052179065"
"7970861","KWA THEMA","1.0"
"7972985","KWA THEMA","1.0"
"7972273","KWA THEMA","1.0"
"7973247","KWA THEMA","1.0"
"7972607","KWA THEMA","1.0"
"7972720","KWA THEMA","1.0"
"7973182","KWA THEMA","1.0"
"7972121","KWA THEMA","1.0"
"7973837","KWA THEMA","1.0"
"7972842","KWA THEMA","1.0"
"7972917","KWA THEMA","1.0"
"7972933","KWA THEMA","1.0"
"7974029","KWA THEMA","1.0"
"7973890","KWA THEMA","1.0"
"7973500","KWA THEMA","1.0"
"7973532","KWA THEMA","1.0"
"7972756","KWA THEMA","1.0"
"7972629","KWA THEMA","0.981206120183"
"7973587","KWA THEMA","1.0"
"7973793","KWA THEMA","1.0"
"7971071","KWA THEMA","1.0"
"7972159","KWA THEMA","1.0"
"7972408","KWA THEMA","1.0"
"7973868","KWA THEMA","1.0"
"7972623","KWA THEMA","1.0"
"7970985","KWA THEMA","1.0"
"7971986","KWA THEMA","1.0"
"7972686","KWA THEMA","1.0"
"7973792","KWA THEMA","1.0"
"7973367","KWA THEMA","1.0"
"7972115","KWA THEMA","1.0"
"7973333","KWA THEMA","1.0"
"7973757","KWA THEMA","1.0"
"7972657","KWA THEMA","1.0"
"7973408","KWA THEMA","1.0"
"7972079","KWA THEMA","1.0"
"7973732","KWA THEMA","0.955167321811"
"7974040","KWA THEMA","1.0"
"7973081","KWA THEMA","1.0"
"7973497","KWA THEMA","1.0"
"7973697","KWA THEMA","1.0"
"7973866","KWA THEMA","1.0"
"7971151","KWA THEMA","1.0"
"7972493","KWA THEMA","1.0"
"7970166","KWA THEMA","1.0"
"7974203","KWA THEMA","1.0"
"7972180","KWA THEMA","1.0"
"7970983","KWA THEMA","1.0"
"7971328","KWA THEMA","1.0"
"7971571","KWA THEMA","0.981373588819"
"7972858","KWA THEMA","0.886640187441"
"7970619","KWA THEMA","1.0"
"7971279","KWA THEMA","0.856978712461"
"7972136","KWA THEMA","1.0"
"7972678","KWA THEMA","0.985186863095"
"7970504","KWA THEMA","1.0"
"7973720","KWA THEMA","1.0"
"7970032","KWA THEMA","0.846624016345"
"7973268","KWA THEMA","0.52347892145"
"7970059","KWA THEMA","0.883293726468"
"7972791","KWA THEMA","1.0"
"7970253","KWA THEMA","0.336930735864"
"7970011","KWA THEMA","0.0209196774833"
"7973621","KWA THEMA","1.0"
"7973832","KWA THEMA","0.679137147157"
"7973950","KWA THEMA","1.0"
"7974054","KWA THEMA","1.0"
"7973642","KWA THEMA","0.931237908813"
"7973575","KWA THEMA","1.0"
"7973237","KWA THEMA","0.889230433613"
"7973970","KWA THEMA","1.0"
"7973465","KWA THEMA","1.0"
"7973836","KWA THEMA","1.0"
"7973483","KWA THEMA","1.0"
"7973403","KWA THEMA","1.0"
"7972600","KWA THEMA","0.663030759014"
"7973559","KWA THEMA","0.928165480614"
"7970006","KWA THEMA","1.0"
"7973511","KWA THEMA","0.874882984751"
"7974188","KWA THEMA","1.0"
"7973143","KWA THEMA","1.0"
"7973454","KWA THEMA","0.867877834282"
"7972861","KWA THEMA","1.0"
"7971840","KWA THEMA","0.650407587565"
"7970748","KWA THEMA","1.0"
"7972782","KWA THEMA","0.952263432951"
"7973404","KWA THEMA","1.0"
"7973842","KWA THEMA","1.0"
"7973090","KWA THEMA","0.664995310593"
"7973496","KWA THEMA","1.0"
"7973226","KWA THEMA","1.0"
"7973969","KWA THEMA","1.0"
"7973886","KWA THEMA","1.0"
"7971741","KWA THEMA","0.735128264803"
"7973494","KWA THEMA","1.0"
"7971744","KWA THEMA","1.0"
"7970443","KWA THEMA","0.698917702648"
"7973915","KWA THEMA","0.852590658065"
"7973278","KWA THEMA","0.855217532747"
"7970981","BRAKPAN","0.0172487233814"
"7970011","BRAKPAN","0.958266098464"
"7973642","BRAKPAN","0.0687620911867"
"7971163","BRAKPAN","1.0"
"7973237","BRAKPAN","0.110769566387"
"7970630","BRAKPAN","1.0"
"7973281","BRAKPAN","0.99032822359"
"7971396","BRAKPAN","1.0"
"7973559","BRAKPAN","0.071834519386"
"7973511","BRAKPAN","0.125117015249"
"7971469","BRAKPAN","0.943316787327"
"7970493","BRAKPAN","0.89923432522"
"7973454","BRAKPAN","0.132122165718"
"7970650","BRAKPAN","0.949741945355"
"7972782","BRAKPAN","0.0477365670491"
"7970232","BRAKPAN","0.907337698056"
"7971220","BRAKPAN","0.90719692931"
"7974524","BRAKPAN","0.00234474474689"
"7972222","BRAKPAN","0.997767849551"
"7972660","BRAKPAN","1.0"
"7973103","BRAKPAN","1.0"
"7973754","BRAKPAN","1.0"
"7973455","BRAKPAN","0.989107398729"
"7971433","BRAKPAN","1.0"
"7972742","BRAKPAN","1.0"
"7970433","BRAKPAN","0.997837128672"
"7970209","BRAKPAN","1.0"
"7970280","BRAKPAN","1.0"
"7970273","BRAKPAN","1.0"
"7971631","BRAKPAN","0.960334385928"
"7970095","BRAKPAN","0.0403786628473"
"7972238","BRAKPAN","0.00160877581637"
"7970228","BRAKPAN","0.999529298551"
"7970817","BRAKPAN","1.0"
"7970841","BRAKPAN","1.0"
"7971358","BRAKPAN","1.0"
"7971480","BRAKPAN","1.0"
"7971597","BRAKPAN","1.0"
"7972001","BRAKPAN","1.0"
"7970845","BRAKPAN","1.0"
"7972621","BRAKPAN","1.0"
"7971042","BRAKPAN","1.0"
"7971256","BRAKPAN","1.0"
"7971607","BRAKPAN","1.0"
"7972711","BRAKPAN","1.0"
"7973090","BRAKPAN","0.0099604097225"
"7971741","BRAKPAN","0.264871735197"
"7970443","BRAKPAN","0.301082297351"
"7974336","BRAKPAN","0.883821601721"
"7973915","BRAKPAN","0.147409341936"
"7973278","BRAKPAN","0.144782467253"
"7972170","BRAKPAN","1.0"
"7972179","BRAKPAN","1.0"
"7971063","BRAKPAN","1.0"
"7972700","BRAKPAN","1.0"
"7970677","BRAKPAN","1.0"
"7970038","BRAKPAN","1.0"
"7973310","BRAKPAN","1.0"
"7970565","BRAKPAN","1.0"
"7972106","BRAKPAN","1.0"
"7972026","BRAKPAN","1.0"
"7970908","BRAKPAN","1.0"
"7971969","BRAKPAN","1.0"
"7970092","BRAKPAN","1.0"
"7972541","BRAKPAN","1.0"
"7970090","BRAKPAN","1.0"
"7971520","BRAKPAN","1.0"
"7970091","BRAKPAN","1.0"
"7973215","BRAKPAN","1.0"
"7971198","BRAKPAN","1.0"
"7971738","BRAKPAN","1.0"
"7970027","BRAKPAN","1.0"
"7971706","BRAKPAN","1.0"
"7970877","BRAKPAN","1.0"
"7973418","BRAKPAN","1.0"
"7972244","BRAKPAN","1.0"
"7970033","BRAKPAN","1.0"
"7970152","BRAKPAN","1.0"
"7970046","BRAKPAN","1.0"
"7971884","BRAKPAN","1.0"
"7970003","BRAKPAN","1.0"
"7970144","BRAKPAN","1.0"
"7970047","BRAKPAN","1.0"
"7972503","BRAKPAN","1.0"
"7972801","BRAKPAN","1.0"
"7971617","BRAKPAN","1.0"
"7970534","BRAKPAN","1.0"
"7970053","BRAKPAN","1.0"
"7970137","BRAKPAN","1.0"
"7971204","BRAKPAN","1.0"
"7972014","BRAKPAN","1.0"
"7970579","BRAKPAN","1.0"
"7972092","BRAKPAN","1.0"
"7972589","BRAKPAN","1.0"
"7972207","BRAKPAN","1.0"
"7971011","BRAKPAN","0.999840886513"
"7970085","BRAKPAN","0.00149008167306"
"7970062","BRAKPAN","0.00000426153105498"
"7970362","BRAKPAN","0.0547094963752"
"7970010","BRAKPAN","0.998967982216"
"7970389","BRAKPAN","1.0"
"7970466","BRAKPAN","1.0"
"7971099","BRAKPAN","1.0"
"7971501","BRAKPAN","1.0"
"7971624","BRAKPAN","1.0"
"7971886","BRAKPAN","1.0"
"7971903","BRAKPAN","1.0"
"7971973","BRAKPAN","1.0"
"7972041","BRAKPAN","1.0"
"7972392","BRAKPAN","1.0"
"7972912","BRAKPAN","1.0"
"7973224","BRAKPAN","1.0"
"7973393","BRAKPAN","1.0"
"7973451","BRAKPAN","1.0"
"7973466","BRAKPAN","1.0"
"7973586","BRAKPAN","1.0"
"7973710","BRAKPAN","1.0"
