GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
#indicator+code,#indicator+name,#indicator+url,#status+code,#status+name,,,#date+year,,#region+code,#region+name,,#country+code,#date+year+start,#date+year+end,#country+name,,,#indicator+value+num,,,,,
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/50,PUBLISHED,Published,,2011,2011,,AFR,Africa,,ZAF,2011,2011,South Africa,,9 866,9866.00000,,,,,
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/50,PUBLISHED,Published,,2012,2012,,AFR,Africa,,ZAF,2012,2012,South Africa,,6 621,6621.00000,,,,,
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/50,PUBLISHED,Published,,2013,2013,,AFR,Africa,,ZAF,2013,2013,South Africa,,8 645,8645.00000,,,,,
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/50,PUBLISHED,Published,,2014,2014,,AFR,Africa,,ZAF,2014,2014,South Africa,,11 705,11705.00000,,,,,
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/50,PUBLISHED,Published,,2015,2015,,AFR,Africa,,ZAF,2015,2015,South Africa,,4 959,4959.00000,,,,,
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/50,PUBLISHED,Published,,2016,2016,,AFR,Africa,,ZAF,2016,2016,South Africa,,4 323,4323.00000,,,,,
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/50,PUBLISHED,Published,,2017,2017,,AFR,Africa,,ZAF,2017,2017,South Africa,,29 615,29615.00000,,,,,
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/50,PUBLISHED,Published,,2018,2018,,AFR,Africa,,ZAF,2018,2018,South Africa,,10 789,10789.00000,,,,,
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/50,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZAF,2019,2019,South Africa,,13 833,13833.00000,,,,,
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/50,PUBLISHED,Published,,2020,2020,,AFR,Africa,,ZAF,2020,2020,South Africa,,8 126,8126.00000,,,,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2239,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ZAF,2010,2010,South Africa,,0,0.00000,,,,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2239,PUBLISHED,Published,,2011,2011,,AFR,Africa,,ZAF,2011,2011,South Africa,,0,0.00000,,,,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2239,PUBLISHED,Published,,2012,2012,,AFR,Africa,,ZAF,2012,2012,South Africa,,0,0.00000,,,,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2239,PUBLISHED,Published,,2013,2013,,AFR,Africa,,ZAF,2013,2013,South Africa,,0,0.00000,,,,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2239,PUBLISHED,Published,,2014,2014,,AFR,Africa,,ZAF,2014,2014,South Africa,,0,0.00000,,,,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2239,PUBLISHED,Published,,2015,2015,,AFR,Africa,,ZAF,2015,2015,South Africa,,0,0.00000,,,,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2239,PUBLISHED,Published,,2016,2016,,AFR,Africa,,ZAF,2016,2016,South Africa,,0,0.00000,,,,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2239,PUBLISHED,Published,,2017,2017,,AFR,Africa,,ZAF,2017,2017,South Africa,,0,0.00000,,,,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2239,PUBLISHED,Published,,2018,2018,,AFR,Africa,,ZAF,2018,2018,South Africa,,0,0.00000,,,,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2239,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZAF,2019,2019,South Africa,,0,0.00000,,,,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2239,PUBLISHED,Published,,2020,2020,,AFR,Africa,,ZAF,2020,2020,South Africa,,0,0.00000,,,,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4640,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ZAF,2010,2010,South Africa,,8 060,8060.00000,,,,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4640,PUBLISHED,Published,,2011,2011,,AFR,Africa,,ZAF,2011,2011,South Africa,,9 866,9866.00000,,,,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4640,PUBLISHED,Published,,2012,2012,,AFR,Africa,,ZAF,2012,2012,South Africa,,6 621,6621.00000,,,,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4640,PUBLISHED,Published,,2013,2013,,AFR,Africa,,ZAF,2013,2013,South Africa,,8 645,8645.00000,,,,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4640,PUBLISHED,Published,,2014,2014,,AFR,Africa,,ZAF,2014,2014,South Africa,,11 705,11705.00000,,,,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4640,PUBLISHED,Published,,2015,2015,,AFR,Africa,,ZAF,2015,2015,South Africa,,4 959,4959.00000,,,,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4640,PUBLISHED,Published,,2016,2016,,AFR,Africa,,ZAF,2016,2016,South Africa,,4 323,4323.00000,,,,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4640,PUBLISHED,Published,,2017,2017,,AFR,Africa,,ZAF,2017,2017,South Africa,,23 381,23381.00000,,,,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4640,PUBLISHED,Published,,2018,2018,,AFR,Africa,,ZAF,2018,2018,South Africa,,9 540,9540.00000,,,,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4640,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZAF,2019,2019,South Africa,,3 096,3096.00000,,,,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4640,PUBLISHED,Published,,2020,2020,,AFR,Africa,,ZAF,2020,2020,South Africa,,4 463,4463.00000,,,,,
MALARIA_1STLINE_TREATED,Number of malaria cases treated with any first  line tx courses (including artemisinin-based combination therapies (ACTs)),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3549,PUBLISHED,Published,,2020,2020,,AFR,Africa,,ZAF,2020,2020,South Africa,,20 190,20190.00000,,,,,
MALARIA_1STLINE_TREATED,Number of malaria cases treated with any first  line tx courses (including artemisinin-based combination therapies (ACTs)),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3549,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZAF,2019,2019,South Africa,,13 833,13833.00000,,,,,
MALARIA_ACT_TREATED,Number of malaria cases treated with artemisinin-based combination therapies (ACTs),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3548,PUBLISHED,Published,,2020,2020,,AFR,Africa,,ZAF,2020,2020,South Africa,,16 028,16028.00000,,,,,
MALARIA_ACT_TREATED,Number of malaria cases treated with artemisinin-based combination therapies (ACTs),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3548,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZAF,2019,2019,South Africa,,13 833,13833.00000,,,,,
MALARIA_INDIG_STATUS,Status of indigenous malaria cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4640,PUBLISHED,Published,,2020,2020,,AFR,Africa,,ZAF,2020,2020,South Africa,,One or more indigenous cases in 2020,,,,,,
