emis,exam_no,school,dinaledi,quintile,2014_pass_rate,2014_achieved,2014_wrote,2013_pass_rate,2013_achieved,2013_wrote,2012_pass_rate,2012_achieved,2012_wrote
200100858,4201016,Willowmore Senior Secondary,N,3,57,57,100,80,60,75,78.1,57,73
200100862,4171041,Winterberg Agricultural High,N,5,100,37,37,92.3,48,52,95.8,23,24
200200928,4171042,Zanobuzwe Senior Secondary,N,3,36.8,7,19,13.6,3,22,8.3,2,24
200200960,4171043,Zwelimjongile Senior,N,2,90.9,10,11,62.5,10,16,75,9,12
200200001,4191001,A M Sityana High,N,2,59.5,25,42,54,27,50,56.9,33,58
200200005,4191002,Alfred Giba Senior Secondary,N,2,68.4,13,19,21.4,3,14,33.3,1,3
200200015,4191003,Amantinde Senior Secondary,N,3,68.2,15,22,55.6,15,27,22.9,8,35
200200017,4191078,Amazizi Senior Secondary,N,3,74,91,123,87.3,69,79,63.2,12,19
200200022,4191004,Archie Velile Senior,N,3,82.1,78,95,50,35,70,43.6,44,101
200200028,4191005,B Kat Senior Secondary,N,3,85,17,20,30,6,20,53.3,8,15
200200044,4191006,Bhisho High,Y,3,92.7,165,178,91.7,166,181,92.2,153,166
200200058,4191007,Breidbach Senior Secondary,N,3,75.5,80,106,66.2,86,130,63,97,154
200300040,4191079,Caba Senior Secondary,N,2,72.2,13,18,38.7,12,31,39.1,9,23
200600095,4191008,Cathcart High,N,4,100,51,51,98.1,51,52,100,52,52
200200103,4191009,Dale College Boys High,N,5,91.2,104,114,93.5,87,93,88.8,87,98
200200126,4191010,Dondashe Senior Secondary,N,2,26.3,10,38,44.4,12,27,48.1,13,27
200200983,4191011,Dumalisile Secondary,N,3,25,10,40,51.6,16,31,50,15,30
200200156,4191012,Emfundweni Senior,N,2,54.3,19,35,69.2,18,26,55.8,24,43
200200157,4191080,Emgwali Public,N,3,34.9,22,63,23.6,13,55,63,17,27
200200165,4191013,Enoch Sontonga Senior,Y,3,87.3,110,126,88.4,61,69,54.9,39,71
200200183,4191081,Forbes Grant Senior,N,3,23.9,22,92,64,57,89,61.8,42,68
200600208,4191014,Fundani High,Y,3,48.5,47,97,62.5,65,104,41,25,61
200200196,4191015,Gasela High,N,3,40.7,22,54,67.7,42,62,56.9,41,72
200200201,4191082,Geju High,N,2,48.1,13,27,85.7,12,14,87.5,14,16
200200226,4191016,Gushiphela Senior Secondary,N,2,60,9,15,86.7,13,15,88,22,25
200200233,4191017,H.H Majiza Senior Secondary,N,3,28.6,10,35,50,17,34,84,21,25
200200234,4191018,H.M Makinana Senior,N,2,100,6,6,87.5,7,8,66.7,4,6
200200240,4191019,Hector Peterson High,N,3,74.1,123,166,77.4,123,159,59.8,116,194
200200252,4191020,Hoerskool De Vos Malan,N,5,94.1,64,68,100,69,69,92.5,62,67
200200254,4191083,Hoho Senior Secondary,N,3,76.9,30,39,94.1,16,17,14.3,7,49
200200267,4191084,Imidushane Senior Secondary,N,3,40.9,18,44,48.8,20,41,30,12,40
200200270,4191021,Imiqhayi Senior Secondary,N,3,57.9,22,38,62.5,25,40,73.3,33,45
200200271,4191022,Imitshiza Senior Secondary,N,3,66.7,12,18,55,11,20,32,8,25
200201016,4191114,Iqonce High,N,3,57.1,28,49,37.9,11,29,42.9,12,28
200200763,4191023,Isihoboti Public Combined,N,3,92.3,12,13,67.9,19,28,20,6,30
200200285,4191085,Jali High,N,2,72.4,21,29,44.4,24,54,32.7,18,55
200200286,4191024,Jama Senior Secondary,N,3,30.4,7,23,41.7,5,12,42.1,8,19
200200290,4191025,Jim Mvabaza Senior,N,2,45.5,10,22,48.3,14,29,58.3,21,36
200200295,4191026,Jongile Nompondo Public,N,3,73.9,82,111,60.2,133,221,69.2,92,133
200200299,4191108,July Senior Secondary,N,2,81,17,21,35.3,6,17,16.7,3,18
200200303,4191086,Kanana Senior Secondary,N,2,53.8,14,26,66.7,22,33,10.5,2,19
200200306,4191027,Kaulela Senior Secondary,N,2,70,14,20,57.1,20,35,39.3,11,28
200200308,4191028,Kei Road Combined,N,3,25,5,20,14.3,2,14,15.9,7,44
200200300,4191029,Kingsridge High,N,5,100,92,92,100,90,90,97.8,87,89
200200322,4191030,Knight Marambana Comm.,N,3,19,8,42,57.1,8,14,44.1,15,34
200200328,4191087,Kubusie Combines,N,3,54.8,34,62,74,54,73,59,46,78
200200334,4191088,Kuyasa Senior Secondary,N,3,64.2,43,67,56.1,69,123,75.6,34,45
200200341,4191032,Kwelerana Senior Secondary,N,3,0,0,14,50,4,8,50,5,10
200200345,4191033,Kwezilentaba Senior,N,3,76.9,10,13,10,1,10,36.4,4,11
200200352,4191034,Langaliphumile,N,2,60,3,5,66.7,10,15,50,7,14
200200360,4191035,Lingani Senior Secondary,N,3,29.2,7,24,52.6,10,19,38.7,12,31
200200361,4191089,Lingelethu High,N,2,71.4,10,14,66.7,20,30,47.1,8,17
200200387,4191036,Luxolo Hugh,N,2,57.7,15,26,50,12,24,17.6,3,17
200200978,4191090,Madiba High,N,2,23.1,3,13,63.2,12,19,10.5,2,19
200200418,4191037,Marheledwane High,N,2,28.6,2,7,11.1,1,9,38.5,5,13
200200424,4191038,Masibonisane Senior,N,2,27.1,13,48,31.3,20,64,40.7,22,54
200201011,4191127,Masihlangane Senior,N,3,36.6,15,41,35.6,16,45,32.3,10,31
200200429,4191039,Masimanyane Senior,N,3,68.8,22,32,51.2,21,41,47.6,20,42
200200440,4191040,Matomela Senoir Secondary,Y,3,63,34,54,79.5,35,44,43.3,26,60
200200441,4191107,Matsa Senior Secondary,N,3,54.2,26,48,53.6,15,28,58.3,14,24
200200451,4191041,Mbulelo Benekane H.S Senior,N,3,92.5,62,67,76.1,51,67,77.8,49,63
200200473,4191042,Mgcawezulu Senior,N,3,54.5,30,55,54.3,19,35,30.4,17,56
200200500,4191091,Mpumelelo Senior Secondary,N,3,69.2,18,26,100,26,26,45.5,5,11
200200510,4191043,Mthwaku Senior Secondary,N,2,76.9,20,26,73.9,17,23,42.1,8,19
200200511,4191092,Mtombe Senior Secondary,N,2,70,7,10,50,4,8,40,4,10
200200530,4191093,Mzomtsha High,N,3,22.2,4,18,66.7,16,24,33.3,11,33
200200532,4191094,Mzontsundu Senior,N,3,44.2,19,43,50,23,46,48.9,23,47
200200534,4191044,Mzuxolile High,N,3,25,3,12,54.5,6,11,13.3,2,15
200200537,4191045,Nangamso Senior Secondary,N,2,37.9,11,29,38.1,8,21,66.7,10,15
200200539,4191095,Nathaniel Pamla High,N,3,77.4,89,115,87.5,63,72,69.3,52,75
200200542,4191046,Ncedolwethu Senior,N,2,63.3,38,60,74.6,44,59,87.8,36,41
200200422,4191112,Ndema Senior Secondary,N,2,37.5,6,16,57.9,11,19,23.5,4,17
200200582,4191049,Njongozabantu Senior,N,2,84.2,16,19,62.5,20,32,76.2,16,21
200200609,4191050,Nompendulo High,N,3,58.5,31,53,61.3,38,62,59,23,39
200200617,4191051,Nonceba Senior Secondary,N,3,67.3,33,49,44.2,19,43,67.6,25,37
200200635,4191052,Nosizwe High,N,3,50.7,36,71,64.6,42,65,46.2,36,78
200200647,4191053,Ntabakandoda High,N,3,21.4,3,14,46.7,7,15,8.7,2,23
200200682,4191054,Phakamisani Senior,N,2,77.8,7,9,22.2,2,9,40,4,10
200200690,4191097,Phillip Mtywaku Sen,N,3,67.7,21,31,71.8,28,39,48.8,20,41
200200715,4191098,Qhayiya Senior Secondary,N,2,80.8,21,26,93.3,14,15,82.4,14,17
200200725,4191056,Rabula Senior Secondary,N,3,0,0,12,73.3,11,15,41.2,7,17
200200729,4191099,Reshwa Senior Secondary,N,3,35.7,5,14,0,0,6,84.6,11,13
200200730,4191100,Richard Varha High,Y,3,86.4,108,125,89.9,116,129,73.2,112,153
200200770,4191057,Simzamile Senior Secondary,N,3,52.2,24,46,58.8,30,51,26.3,10,38
200200789,4191058,Siyababalwa Senior,N,3,37,10,27,55.3,21,38,22.9,8,35
200200791,4191059,Siyakhula Public,N,3,45.5,25,55,29.9,26,87,29.8,37,124
200200797,4191060,Siyazama Senior Secondary,N,3,78.9,15,19,48.1,13,27,66.7,20,30
200200970,4191101,Sizingisile Senior Secondary,N,2,43.3,13,30,53.8,21,39,42.4,14,33
200200800,4191102,Sobantu Senior Secondary,N,2,74.4,29,39,71.4,35,49,85.2,23,27
200200810,4191061,Sotinini Senior Secondary,N,2,63.2,12,19,28.6,4,14,57.1,8,14
200200977,4191062,St Charles Sojola High,N,3,75,15,20,51.2,22,43,62.5,30,48
200201045,4192063,St Christophers Private,N,,85.7,42,49,86.9,53,61,77.6,45,58
200200816,4191064,St Matthews High,N,2,66,64,97,89.6,95,106,94.7,72,76
400200819,4193096,St. Thomas For The Deaf,N,,8.3,1,12,,,,,,
200601179,4192113,St. Thomas Private,N,,94.3,33,35,82.9,29,35,90.9,30,33
200200824,4191065,Stuttereim High,N,4,95.7,45,47,96,48,50,97.2,35,36
200200837,4191066,Thembalabantu High,N,3,63,75,119,71.9,92,128,59.8,79,132
200200838,4191103,Thembalesizwe Sen,N,3,53.8,14,26,38.2,13,34,76.7,23,30
200200831,4191111,Thembelani High,N,3,23.5,4,17,23.7,9,38,21.2,7,33
200200848,4191067,Toise Senior Secondary,Y,3,71.2,52,73,69.4,84,121,66.7,64,96
200200871,4191106,Ulana Senior Secondary,N,3,25,4,16,20,5,25,50,8,16
200200596,4191105,Victoria Mxenge High,N,3,61.3,19,31,52.6,10,19,57.1,8,14
200200885,4191068,Vukile Tshwete Senior,N,2,48.6,17,35,67.6,25,37,90.5,19,21
200201051,4191131,West Bank Sen Sec School,N,4,67.6,23,34,40,16,40,40,6,15
200900211,4191069,Xolani Senior Secondary,N,,96.3,79,82,76.5,62,81,84.1,58,69
200200913,4191070,Z .K Matthews Senior,N,3,22.7,20,88,43,49,114,16.8,24,143
200200924,4191071,Zanemfundo Senior Senior,N,2,9.1,4,44,56,14,25,66.7,18,27
200200925,4191072,Zanempucuko Senior,N,3,66.1,84,127,64.3,74,115,51.4,54,105
200200932,4191073,Zanovuyo Senior Secondary,N,2,43.8,21,48,48.8,20,41,30,18,60
200200946,4191074,Zimlindile High,N,2,33.3,1,3,36.4,4,11,62.5,5,8
200200951,4191075,Zukhanye Senior Secondary,N,3,80,36,45,60.9,39,64,28.8,17,59
200200956,4191076,Zwelamandlovu Senior,N,3,10,2,20,55.6,10,18,17.6,3,17
200300708,4191077,Zwelivumile Senior Secondary,N,2,76.5,65,85,85.1,80,94,91.9,57,62
200600082,4081001,Cacadu Senior Secondary,N,2,45.5,20,44,65.1,28,43,80.6,29,36
200600139,4081002,Dordrecht High,N,4,100,30,30,100,35,35,96.6,28,29
200600155,4081003,Echibini Senior Secondary,N,3,26.8,15,56,49.2,30,61,15.9,11,69
200600204,4081004,Freemantle Senior Secondary,N,2,76.8,76,99,92,81,88,92.1,58,63
200600211,4081005,Gcinubuzwe Senior,N,1,59.7,40,67,60.3,35,58,77.4,41,53
200600282,4081006,Ida High,N,2,85.7,24,28,44.9,22,49,59.6,28,47
200600286,4081007,Ikhwezi Lokusa Senior,N,1,57.9,11,19,76.9,20,26,19,4,21
200600296,4081008,Indwe High,Y,4,85,34,40,85.7,30,35,92.2,47,51
200600353,4081009,Kwa-Mhlontlo Senior,N,1,30.2,16,53,33.1,41,124,32.8,21,64
200600394,4081010,Lukhanyo High,N,2,66.7,24,36,62,31,50,36.1,44,122
200600447,4081011,Masikhanyise High,N,3,79.4,81,102,93.2,68,73,48.4,60,124
200600470,4081012,Mceula Senior Secondary,N,3,32.1,25,78,82.7,43,52,65.7,65,99
200601142,4081013,Mount Arthur Senior,Y,2,68.9,51,74,85.9,61,71,74.6,44,59
200600528,4081014,Mtirara Senior Secondary,N,1,50,42,84,49.4,40,81,68.8,44,64
200601146,4081015,Mzamo Senor Secondary,N,1,83.3,25,30,100,33,33,66.7,18,27
200600614,4081016,Nonkqubela Senior Secondary,N,2,18.2,8,44,40.5,15,37,27.6,8,29
200600642,4081017,Ntsokotha Senior Secondary,N,2,82.9,136,164,82.3,135,164,89.9,80,89
200600651,4081018,Nzimankulu Senior Secondary,N,1,62.6,57,91,62.4,63,101,91.5,54,59
200601029,4081019,Pakamani Senior Secondary,N,3,88.5,23,26,45.9,17,37,68.4,13,19
200600673,4081020,Pumlani Senior Secondary,N,1,75.3,58,77,61.4,43,70,71.8,61,85
200600777,4081021,Sosebenza Senior Secondary,N,2,56.3,18,32,48.1,26,54,63.4,26,41
200600816,4081022,Tambekile Senior Secondary,N,2,72.5,37,51,50.9,27,53,77.1,37,48
200600840,4081023,Thozamisa Senior Secondary,N,2,46.4,13,28,81.8,18,22,48,12,25
200501424,4121028,Ben Mali Senior Secondary,N,1,74.5,41,55,45.2,66,146,48.2,41,85
200400032,4121001,Bhekizulu Senior Secondary,N,3,61.4,51,83,71.3,57,80,57,69,121
200401325,4121002,Chief Henry Bokleni Senior,N,2,60,78,130,25.3,59,233,,,
200400079,4121003,Cibeni Senior Secondary,N,1,91.3,167,183,94.2,130,138,82.7,91,110
200400096,4121004,D.Z Dumezweni Senior,N,1,50.4,57,113,55.1,65,118,32.2,48,149
200401247,4121005,Dalibunga Comprehensive,N,1,25.5,13,51,35.4,23,65,25,16,64
200401249,4121006,Dimanda Senior Secondary,N,2,51.1,70,137,62.5,90,144,84.3,75,89
200400199,4121007,Gcinumthetho Senior,N,1,26.8,48,179,34.8,46,132,,,
200400211,4121008,Gobinamba Tech Comm.,N,2,67.9,106,156,47.7,71,149,13.8,22,159
200400253,4121009,Gxaba Senior Secondary,N,1,86.4,76,88,81.1,120,148,61.7,66,107
200500481,4121029,Lutshaya Senior Secondary,N,1,64.5,98,152,35.9,85,237,,,
200401259,4121010,Mabalengwe Senior,N,1,25.8,16,62,30.4,21,69,50.9,27,53
200401183,4121043,Mabhulana Ndamase High,N,,3.3,2,61,,,,,,
200400457,4121011,Majali Technical High,N,1,69,40,58,45.8,38,83,81.4,48,59
200500542,4121030,Makukhanye Senior,N,1,92.6,63,68,77.1,84,109,76,76,100
200400479,4121038,Mangala Senior Secondary,N,3,52.5,31,59,61.7,50,81,0,0,56
200400596,4121012,Mhlanganisweni Comm & Tech,N,1,45.5,35,77,39.5,34,86,,,
200400676,4121039,Mtweni Senior Secondary,N,2,75.7,87,115,31.4,44,140,95.8,69,72
200400716,4121040,Ndamase Senior Secondary,N,2,53.8,120,223,57,188,330,55.7,127,228
200400756,4121041,Ngqeleni Senior Secondary,N,2,13.9,10,72,50.4,70,139,46.2,30,65
200400775,4121013,Ngubezulu Senior Secondary,N,2,86.3,120,139,100,118,118,76.6,111,145
200401238,4121014,Nogemane Senior Secondary,N,1,13.2,22,167,25.2,33,131,,,
200500957,4121015,Ntafufu Senior Secondary,N,1,94.1,96,102,87.9,87,99,97.4,111,114
200401329,4121042,Ntshilini Senior Secondary,N,1,39.8,41,103,53.6,60,112,26.3,31,118
200400895,4121016,Nyangilizwe Senior Secondary,N,3,60.4,93,154,76.7,92,120,62.7,69,110
200400908,4121017,Pangelele Senior Secondary,N,1,85.5,148,173,45.1,78,173,58.8,107,182
200400918,4121018,Pondolwendlovu Senior,N,1,52.6,30,57,36.1,22,61,,,
200400926,4121019,Port St Johns Senior,N,3,91.3,116,127,63,87,138,60.7,68,112
200501465,4122043,Riverside Senior Secondary,N,,46.5,40,86,46.6,54,116,46.9,91,194
200400977,4121020,Sandi Senior Secondary,N,1,100,95,95,96.8,153,158,78.6,88,112
200400989,4121021,Sehushe Comm,N,2,76.1,51,67,60.4,93,154,72.7,56,77
200401017,4121022,Smuts Ndamase Senior,N,1,100,9,9,87,187,215,,,
200501135,4121031,Sobaba High,N,1,13.6,6,44,16.7,10,60,7.9,3,38
200401032,4121023,St Patricks Senior Secondary,N,3,100,149,149,98.9,184,186,96,72,75
200501217,4121032,Toli Senior Secondary,N,1,97.3,286,294,91,332,365,91.5,248,271
200401076,4121024,Tutor Ndamase Senior,N,2,73.1,147,201,78.4,156,199,84.5,109,129
200401092,4121025,Upper Corana Senior,N,3,24.2,40,165,67.4,64,95,38.6,54,140
200401113,4121033,Vakele Technical Senior,Y,1,62,49,79,33.8,24,71,31.3,20,64
200401115,4121026,Victor Poto Senior Secondary,N,1,47.2,42,89,32.9,28,85,,,
200401130,4121034,Vulindlela Senior Secondary,N,1,54.9,78,142,53.2,67,126,63.4,59,93
200401139,4121035,Waban Senior Secondary,N,1,74.4,29,39,68.2,45,66,76,38,50
200401148,4121036,Xhentse Senior Secondary,N,1,83.7,36,43,82.4,28,34,80.8,21,26
200401302,4121037,Zanokhanyo Senior,N,2,16.9,12,71,18.3,13,71,9.3,8,86
200500046,4041001,Bodweni Senior Secondary,N,1,52.2,24,46,23.3,17,73,48.8,21,43
200500057,4041002,Botha Sgcau Senior,N,1,35.3,47,133,79.1,34,43,43.6,41,94
200500233,4041028,Flagstaff Compehensive,N,3,78.1,50,64,49.5,45,91,51.1,67,131
200501373,4041003,Gwebindlala Senior,N,1,29.2,7,24,24.1,7,29,14.3,3,21
200500293,4041004,Hillbrow Senior Secondary,N,3,43.7,94,215,60.6,86,142,67.1,57,85
200500333,4041005,Jiba Senior Secondary,N,1,30,3,10,57.1,12,21,52.4,11,21
200500334,4041030,Jikindaba Senior Secondary,N,1,58.7,74,126,60.2,68,113,52,77,148
200500395,4041031,Langa Senior Secondary,N,3,87.3,96,110,93.5,101,108,94.8,91,96
200501593,4041055,Lusikisiki Christian School,N,,25,2,8,,,,,,
200500605,4041006,Mayibenye Senior Secondary,N,1,69.2,108,156,63.2,43,68,39.2,47,120
200500646,4041007,Mdutshane Senior Secondary,N,1,42.2,27,64,37.9,25,66,31.1,14,45
200500653,4041032,Meyisi Senior Secondary,N,1,39.1,50,128,55.4,56,101,58.7,54,92
200500659,4041008,Mfundisweni Senior,N,1,78.6,81,103,66.3,57,86,87.5,49,56
200500664,4041009,Mgezwa Senior Secondary,Y,2,67,142,212,85.1,154,181,85.6,154,180
200501427,4041033,Mpingana Senior Secondary,N,1,45.5,15,33,22.1,15,68,4.7,4,86
200500776,4041011,Mqikela Senior Senior,N,2,80.6,83,103,60.9,92,151,56.4,79,140
200500854,4041034,Ndaliso Senior Secondary,N,1,71,171,241,56.1,185,330,69.8,185,265
200501006,4041014,Palmerton High,Y,2,68,70,103,65.8,131,199,61.8,123,199
200501017,4041015,Phambili Senior Secondary,N,1,63.3,62,98,68.4,39,57,45.9,50,109
200501079,4041016,Sangoni Senior Secondary,N,2,72.3,86,119,61,125,205,69.5,116,167
200501127,4041017,Siwali Senior Secondary,N,1,71,49,69,70.8,75,106,96.6,56,58
200501285,4041019,Vulindlela Senior Secondary,N,1,51.2,44,86,54.5,30,55,60,45,75
200501290,4041035,Walter Cingo Senior,N,1,66.7,52,78,68.5,61,89,75.4,49,65
200501342,4041022,Zwelibongile Senior,N,1,54,67,124,53.6,89,166,46.1,77,167
200501564,4032025,Advent Comprehensive,N,,68.1,32,47,73.8,62,84,82.5,33,40
200501571,4031026,Bergview College,N,,91.5,43,47,93.9,31,33,81.5,22,27
200501574,4031025,Cedarville Public,N,2,57.9,33,57,60,33,55,71.7,38,53
200501589,4032001,Focused High,N,,79.3,23,29,73,27,37,95,38,40
200500302,4031002,Hlangwini Senior Secondary,N,1,32.7,18,55,48.4,31,64,34.5,20,58
200501580,4031003,Khanya-Naledi Combined,N,2,37.9,50,132,55.2,64,116,61.7,37,60
200501581,4031004,King Edward High,N,4,100,41,41,97.6,41,42,95.1,39,41
200500449,4031005,Ludidi Senior Secondary,N,1,64.3,27,42,76.5,26,34,86.4,38,44
200500470,4031007,Lupindo Senior Secondary,N,2,68,34,50,59.1,26,44,53.6,15,28
200500512,4031006,Magadla Senior Secondary,N,2,69.2,36,52,74.2,46,62,59,49,83
200500551,4031008,Maluti Senior Secondary,N,3,87.7,100,114,75.4,98,130,88,66,75
200500582,4031009,Mariazell Senior Secondary,Y,1,70.8,92,130,94.3,116,123,86.7,91,105
200500725,4031010,Mnukwa Senior Secondary,N,1,12.2,6,49,44.4,16,36,52.6,20,38
200500732,4031011,Moiketsi Graves Senior,N,1,69.5,57,82,72.5,79,109,89.9,62,69
200500734,4031012,Mokheseng Senior Secondary,N,1,25,8,32,38.1,16,42,41.2,14,34
200500741,4031013,Mosa Sibi Senior Secondary,N,3,65.1,71,109,70.2,66,94,76.2,77,101
200500744,4031014,Moshesh Senior Secondary,N,1,8.8,9,102,18.6,11,59,40,14,35
200500748,4031015,Mount Hargreaves Senior,N,2,82.6,57,69,79.2,80,101,74.8,77,103
200500758,4031016,Mphatlalatsane Senior,N,2,29.2,14,48,60,21,35,65.2,15,23
200500810,4031017,Mvenyane Senior Secondary,N,2,74.4,99,133,81,94,116,79,143,181
200500990,4031018,Nyaniso Senior Secondary,N,1,86,37,43,100,23,23,87.1,27,31
200501431,4031019,Phumelele Commercial &,N,2,39.4,13,33,42.9,12,28,85.7,6,7
200501057,4031020,Ralebitso Senior Secondary,N,1,50,14,28,40,10,25,50,12,24
200501091,4031021,Sibi Senior Secondary,Y,2,65.2,43,66,75.8,50,66,71.4,65,91
200501159,4031022,St Margaret Senior Secondary,N,2,58.7,27,46,65.1,41,63,65.5,55,84
200501569,4032002,St Monica's Diocesan School,N,,94.3,33,35,,,,,,
200501203,4031023,Tholang Senior Secondary,Y,3,66.8,139,208,84.2,133,158,67.8,137,202
200501321,4031024,Zibi Meyer Senior Secondary,N,2,71.4,25,35,70,14,20,56.7,17,30
200500013,4051001,Baleni Senior Secondary,N,1,71.9,87,121,61.1,77,126,88,81,92
200500041,4051002,Bizana Senior Secondary,Y,3,62.5,260,416,66.1,292,442,76.4,162,212
200501456,4051003,Cangci Comprehensive,Y,1,41.4,46,111,44.4,59,133,42.2,92,218
200501404,4051004,Chief Dumile Senior,N,1,96.6,84,87,56.2,77,137,76.3,119,156
200500138,4051026,Dudumeni High School,N,1,91.9,34,37,50,33,66,33.3,16,48
200500150,4051030,Dumsi Comprehensive High,N,,61.7,29,47,,,,,,
200500270,4051006,Greenville Senior Secondary,N,1,48.4,46,95,57.4,66,115,41,34,83
200500300,4051007,Hlamandana Senior,N,2,71.9,82,114,67.3,70,104,54.5,55,101
200501410,4051008,Madikizela Senior Secondary,N,1,46.6,27,58,60.6,20,33,34.7,41,118
200500580,4051009,Marelane Senior Secondary,N,1,81.9,131,160,75.9,145,191,84.5,180,213
200500583,4051027,Marina Comprehensiive High,N,1,67,69,103,73.3,55,75,69.4,34,49
200500639,4051010,Mdatya Senior Secondary,N,1,60.3,35,58,74.5,41,55,41.8,33,79
200500672,4051029,Mhlabi C.H. School,N,1,75,27,36,58.5,31,53,51.5,17,33
200500764,4051011,Mpondombini Senior,N,2,96.3,79,82,96.1,73,76,100,66,66
200500824,4051028,Mzamba Comprehensive High,N,2,69.3,70,101,90.6,48,53,79.5,31,39
200500871,4051012,Ngalonkulu Senior Secondary,N,1,40.8,31,76,42.2,38,90,20.6,32,155
200501457,4051013,Nomagqwathekana Comp.,N,1,57.1,56,98,64.5,78,121,55.4,62,112
200500935,4051014,Nongeke Senior Secondary,N,1,73.2,142,194,66.1,148,224,70,149,213
200500954,4051015,Ntabezulu Senior Secondary,N,1,49.6,113,228,52.5,116,221,54.4,80,147
200500985,4051016,Ntukayi Senior Secondary,N,1,27.7,38,137,41.1,51,124,52.2,71,136
200500998,4051017,Oliver Tambo Tech,N,1,55.9,57,102,37.3,57,153,34.9,37,106
200501090,4051018,Shukuma Senior Secondary,N,1,41.9,75,179,48.6,88,181,64.7,97,150
200501123,4051019,Sithukuthezi Senior,N,1,62.4,53,85,86.4,51,59,65.5,36,55
200501195,4051020,Thembalesizwe Com.Tech,N,1,75.5,37,49,38.8,33,85,28.1,18,64
200501278,4051021,Vukayibambe Senior,N,1,39.2,31,79,64.9,37,57,57.1,40,70
200501280,4053025,Vukuzenzele Special,N,,100,3,3,66.7,4,6,100,5,5
200501282,4051022,Vulindlela Comp.Tech,N,3,50.4,66,131,43.7,45,103,54.1,53,98
200501293,4051023,Winnie Mandela Comptech,N,1,41.3,31,75,35.3,41,116,42.5,48,113
200501311,4053024,Zamokuhle Special School,N,,100,6,6,100,11,11,,,
200500027,4011001,Bethania Senior Secondary,N,1,35,7,20,76.2,32,42,91.7,11,12
200401280,4011002,Dinizulu Senior Secondary,N,2,51.2,22,43,39.1,18,46,25,8,32
200501208,4011003,Edward Zibi Senior Secondary,N,1,14.5,8,55,48.5,16,33,59.4,19,32
200400282,4011004,Jamangile Senior Secondary,N,2,75.4,43,57,79.4,27,34,65.9,29,44
200501361,4011005,Khanya Senior Secondary,N,1,87,40,46,59.1,68,115,36.5,31,85
200500359,4011006,Khorong Senior Secondary,N,1,46.6,34,73,37.2,35,94,46.3,25,54
200400338,4011007,Kuyasa Senior Secondary,N,1,61.1,11,18,43.5,30,69,15.2,7,46
200501358,4011008,Lehana Senior Secondary,Y,1,69.1,217,314,73.8,211,286,74.7,174,233
200500487,4011009,Luzie Drift Senior Secondary,N,1,63.2,91,144,76.4,84,110,74.3,84,113
200400434,4011010,Maclear High,N,4,100,21,21,91.3,21,23,96.6,28,29
200501371,4011011,Mhlontlo Senior Secondary,N,1,73.3,44,60,79.5,31,39,83.9,26,31
200501058,4011012,Ramafole Senior Secondary,N,2,71.4,85,119,42.9,60,140,52.3,69,132
200400976,4011013,Samuel Nombewu Senior,N,2,20,8,40,9.8,4,41,30,6,20
200400993,4011020,Sibabale Senior Secondary,Y,3,70.6,48,68,67.2,41,61,56.3,18,32
200501098,4011014,Sidinane Senior Secondary,N,2,79.8,130,163,69.7,140,201,83.7,123,147
200401023,4011021,Sophonia Senior Secondary,N,1,29.4,5,17,42.3,11,26,84.6,11,13
200501194,4011015,Thakabanna Senior,N,1,47.6,39,82,83.7,36,43,78.6,33,42
200401052,4011016,Thomas Ntaba Senior,N,2,79.7,94,118,85.3,81,95,87.9,94,107
200501388,4011017,Tsitsana Comp. Senior,N,3,58.8,20,34,76.9,20,26,75,12,16
200401085,4011018,Ugie High,N,4,95.7,66,69,100,56,56,100,59,59
200401361,4011019,Umthawelanga Senior,N,3,39,30,77,79.7,59,74,61.1,44,72
200500005,4021001,Arthur Ngunga Senior,N,2,61.1,58,95,70.3,64,91,44.7,72,161
200500060,4021002,Brooksnek Senior Secondary,N,2,42.9,18,42,35.7,10,28,22.4,11,49
200500098,4021004,Colana Senior Secondary,N,1,42.9,48,112,69.4,68,98,28.8,30,104
200500113,4021005,Daluhlanga Senior Secondary,N,2,55.3,42,76,73.8,45,61,60,48,80
200500119,4021006,Dangwana Senior Secondary,N,2,57.3,98,171,51.7,62,120,42.9,57,133
200500313,4021007,Huku Senior Secondary,N,1,56.3,63,112,56.7,68,120,62.5,70,112
200500338,4021008,Jojo Senior Secondary,N,2,67.5,56,83,59.3,35,59,29.3,12,41
200501458,4021009,Lindelani Senior Secondary,N,3,88.2,82,93,77.2,61,79,66.7,60,90
