emis,exam_no,school,dinaledi,quintile,2014_pass_rate,2014_achieved,2014_wrote,2013_pass_rate,2013_achieved,2013_wrote,2012_pass_rate,2012_achieved,2012_wrote
200100525,4231016,Molly Blackburn Senior,N,3,72.3,183,253,60.9,151,248,56.1,119,212
200100529,4231017,Moses Madiba Senior,N,3,31.6,12,38,31,13,42,22.2,8,36
200100538,4231018,Muir College Boys High,N,5,91.9,68,74,89.5,68,76,85.7,54,63
200100572,4231019,Nkululeko Senior Secondary,N,3,15.5,18,116,42.2,73,173,58.8,70,119
200100917,4231020,Patensie Secondary,N,3,15.8,3,19,23.1,6,26,35.3,6,17
200100937,4231021,Paul Sauer High,N,4,96.4,27,28,96.7,29,30,100,33,33
200100627,4231022,Phaphani Senior Secondary,Y,3,33.3,18,54,29.4,20,68,28.8,17,59
200100640,4231036,Qhayiyalethu F.E.T.,N,3,50,19,38,46.2,18,39,42.1,16,38
200100650,4231023,Riebeek College Girls High,N,5,98.9,87,88,100,84,84,98.6,72,73
200100657,4231024,Rocklands Intermediate,N,2,85,34,40,95,19,20,81.8,27,33
200100674,4231025,Samkelwe Senior Secondary,N,3,35.1,13,37,45.9,17,37,21.9,7,32
200100680,4231026,Sandisulwazi High,N,3,84.6,11,13,36.1,13,36,48.4,15,31
200100702,4231027,Sisonke Senior Secondary,N,3,29,20,69,45.9,28,61,28.1,18,64
200100713,4231028,Solomon Mahlangu High,N,3,73,54,74,47.4,37,78,29.4,25,85
200100731,4231029,St Colmcille Senior Secondary,N,3,81.5,22,27,59.5,25,42,35.6,21,59
200100750,4231030,Strelitzia High,N,5,91.5,118,129,89.7,105,117,89.7,78,87
200100772,4231031,Thanduxolo Senior Secondary,N,3,35.1,13,37,21.6,19,88,20,4,20
200100788,4231032,Tinara High,N,3,28.9,11,38,46.2,12,26,38.9,14,36
200100802,4231033,Uitenhage Senior Secondary,N,4,85.9,158,184,73.7,174,236,62,129,208
200100810,4231034,V.M Kwinana Senior,N,3,67.5,27,40,52.7,29,55,63,17,27
200100881,4231035,Zanolwazi Senior Secondary,N,3,27.8,20,72,34,16,47,37.5,9,24
442506316,3202001,Afrikaanse Hskool Kroonstad,N,5,97.2,106,109,100,110,110,98.2,108,110
443611240,3201001,Afrikaanse Hskool Sasolburg,N,5,94.2,114,121,95.7,134,140,92.5,124,134
443011135,3201002,Barnard Molokoane Senior,N,1,86.3,82,95,90.5,105,116,90.6,96,106
442506237,3202002,Bodibeng Senior Secondary,N,2,87.1,54,62,71.9,64,89,73,27,37
444611126,3202004,Boiphihlelo Senior Secondary,N,1,90.5,38,42,81,47,58,91.7,44,48
443011180,3201004,Boitlamo Senior Secondary,N,1,68.1,64,94,86.6,103,119,78.5,62,79
444510328,3201005,Bongane-Lebohang Senior,N,1,78.4,29,37,78.3,47,60,70,35,50
442506332,3202005,Brentparkcombined,N,3,85,34,40,83.3,35,42,62.9,39,62
442506338,3202006,Calculus Kollege Ci/S,N,,93.3,28,30,85.7,30,35,82.1,32,39
443611168,3201006,Cedar Senior Secondary,N,3,56.5,83,147,60,81,135,67,77,115
442506199,3202009,Dr Reginald Cingocombineds,Y,3,85.5,118,138,76.7,112,146,91.3,73,80
441610084,3201007,Falesizwe Senior Secondary,Y,1,83.5,106,127,80.6,137,170,54.5,61,112
441811277,3202011,Heilbroncombined,N,5,100,40,40,100,46,46,100,42,42
443611245,3201010,Hts Sasolburg,N,5,92.6,75,81,89.7,78,87,82.8,72,87
443611134,3201011,Iketsetsengcombineds,N,3,75,96,128,87.4,90,103,69.7,76,109
442506339,3202013,Jsm Setiloane Senior Secondary,N,3,58.8,10,17,92.3,12,13,80,12,15
443611280,3201051,Kahobotjha-Sakubusha Senior,N,3,86.8,66,76,91.4,74,81,73.3,55,75
442506078,3202014,Kananelo Senior Secondary,N,3,87.1,101,116,78.2,111,142,91.9,68,74
444306340,3202015,Kgabareng TS,N,1,85.3,29,34,95.7,22,23,70.6,12,17
444306234,3202016,Kgolagano Senior Secondary,N,1,100,87,87,89.8,106,118,84.8,84,99
442506318,3202019,Kroonstad Combined S,N,5,96.7,116,120,97.1,100,103,98,100,102
442411129,3202021,Kwakwatsi Senior Secondary,N,2,81,34,42,86.4,38,44,78.6,33,42
443611141,3201012,Le Notsi Senior Secondary,N,2,75,57,76,78.9,45,57,69.2,45,65
442510187,3202025,Matlwangtlwang Senior,N,2,82.4,61,74,95.1,78,82,81,51,63
441811178,3201015,Metsimatle Senior Secondary,N,2,72,18,25,67.5,27,40,87.5,21,24
441610200,3201016,Mfundo Thuto Senior Secondary,N,2,85.9,61,71,80.6,79,98,81.4,79,97
442506203,3202026,Motswela Senior Secondary,N,3,76.3,58,76,72.4,71,98,75.8,50,66
440506229,3202028,Nampo S S,N,1,97.1,34,35,97.7,43,44,100,24,24
442506241,3202029,Ngwathe Senior Secondary,N,2,89.5,34,38,93.5,58,62,86.2,50,58
443611068,3201018,Nkgopoleng Senior Secondary,Y,3,66.3,108,163,88.5,123,139,81.6,80,98
443611181,3201019,Nomsa Senior Secondary,N,2,63.4,83,131,80,72,90,53.7,44,82
443011241,3201020,Parys Skool Senior Secondary,N,5,95.1,97,102,95.5,106,111,96.6,86,89
443611162,3201021,Pele-Ya-Pele Senior Secondary,Y,3,79.3,73,92,80.8,63,78,77.9,60,77
443011028,3201022,Phehellang Senior Secondary,N,3,87.9,51,58,76.3,45,59,72.7,24,33
442506216,3202032,Phephetso Senior Secondary,N,3,80.7,67,83,85.3,99,116,79.5,89,112
441811229,3202034,Phiritona Senior Secondary,N,3,84.1,116,138,73.6,103,140,79.6,82,103
441610173,3201023,Qalabotjha Senior Secondary,N,2,97.4,75,77,90.3,56,62,38,27,71
443611272,3202036,Rebatla Thuto Senior Secondary,N,2,85.3,29,34,87.7,50,57,75,21,28
441610193,3201024,Refeng Thabo Senior Secondary,N,2,88.1,37,42,81.3,26,32,54.8,34,62
444306214,3202037,Rehauhetswe S S,N,1,71.9,46,64,73,46,63,56.7,38,67
441610088,3201026,Retshedisitswe Senior Secondary,N,2,96.1,73,76,90.7,146,161,79.2,61,77
444306320,3202038,Salomon Senekal Combined,N,5,95.7,22,23,100,28,28,100,19,19
444611171,3202039,Samuel Sebego Paki Senior,N,1,75.2,76,101,89.9,71,79,85.4,70,82
442411249,3202041,Sarel Cilliers Combined,N,3,96.3,26,27,100,33,33,100,23,23
443611242,3201028,Sasolburg Senior Secondary,Y,5,98.1,154,157,99.4,153,154,97.9,142,145
441811147,3202042,Sediba-Thuto Senior Secondary,N,1,94.9,75,79,76.1,54,71,74.7,62,83
442710262,3202043,Steynsrus Combined,N,4,95.7,44,46,100,28,28,92.6,25,27
444306138,3202045,Thabang Senior Secondary,N,1,79.2,38,48,86.6,58,67,80,44,55
442506169,3202046,Thakameso Combined S,N,2,81.3,61,75,96.4,54,56,69.8,37,53
441610358,3201029,Tsebo-Ulwazi Senior Secondary,N,2,50,29,58,73.8,48,65,80.4,41,51
441610264,3201031,Tweeling Combined,N,2,97.7,43,44,100,31,31,100,31,31
443611170,3201032,Vaal Christian Ci/S,N,,70.7,41,58,97.5,77,79,89.3,50,56
443611244,3201033,Vaalpark Senior Secondary,N,5,88.6,78,88,94.7,72,76,91.4,64,70
441610265,3201034,Villiers Combined,N,4,100,6,6,90.9,10,11,100,9,9
443011203,3201035,Weiveld S S,N,1,95.2,59,62,97.3,73,75,95.7,66,69
441610266,3201036,Wilgerivier Combined,N,5,100,46,46,100,52,52,97.7,42,43
443011173,3201037,Yakhisiswe Senior Secondary,N,3,82.3,51,62,71.4,65,91,73,54,74
442506335,3202048,Zenith Ci/S,N,,85,34,40,84.9,45,53,79.5,35,44
440704214,3182001,Akademia Senior Secondary,N,2,80.2,97,121,92.2,95,103,67.3,74,110
440404129,3181001,Aramela Combined,N,2,72.4,21,29,82.4,14,17,90,27,30
441912034,3182002,Bahale Senior Secondary,N,3,36.4,63,173,80.8,59,73,56.8,42,74
440404216,3181002,Boshof Combined,N,3,93.5,72,77,97.6,80,82,93.8,61,65
440506317,3181003,Bothaville Senior Secondary,N,5,98.4,63,64,100,47,47,100,49,49
440506235,3181004,Bovaal A C S,N,1,100,6,6,,,,,,
440808296,3181005,Bultfontein Combined,N,5,100,17,17,100,23,23,100,28,28
444008294,3182006,Concordia Senior Secondary,N,2,78.6,55,70,86.9,53,61,86,49,57
440506232,3181006,Diphetoho Senior Secondary,N,1,86.5,32,37,71.4,45,63,78.9,30,38
444712129,3181063,Edmund Rice,N,,96.2,25,26,89.7,26,29,76.9,10,13
444712056,3182008,Ed-U-College Welkom Ci/S,N,,76,19,25,67.9,36,53,66.7,36,54
442908251,3181008,Eldoret Senior Secondary,N,3,71,44,62,67.8,40,59,76.6,36,47
444712076,3182010,Goudveld Senior Secondary,N,5,97.4,151,155,99.4,174,175,97.8,132,135
440808282,3181009,Hanover C F S,N,1,37.5,6,16,73.3,11,15,100,13,13
444412077,3182011,Harmonie Senior Secondary,N,5,94.7,72,76,91.6,76,83,82.8,77,93
441912078,3182013,Hennenman Senior Secondary,N,5,97.8,45,46,95.7,45,47,91.7,44,48
444412079,3182014,Hentie Cilliers H S,N,5,96.2,128,133,96.9,94,97,92.6,112,121
442008297,3181010,Hoopstad Combined,N,5,100,25,25,100,20,20,100,17,17
444712082,3182015,Hts Welkom,N,5,74.2,89,120,91.4,85,93,81.1,73,90
444908323,3181011,Iphateleng Senior Secondary,N,1,72.3,34,47,80,40,50,65.6,21,32
445008310,3182016,Ipopeng Senior Secondary,N,2,56.3,18,32,58.2,32,55,55.1,27,49
444908152,3181012,Ithabeleng Senior Secondary,N,1,83.2,79,95,76.3,61,80,66.1,76,115
444908008,3181013,Itokisetseng C F S,N,1,100,10,10,78.6,11,14,100,6,6
442908321,3181015,J C Motumi Senior Secondary,N,2,73,65,89,83.1,54,65,90.3,28,31
440704040,3181016,Kagisano Combined,N,2,85.7,12,14,96.4,27,28,100,11,11
440404264,3181045,Kghololosego Senior Secondary,N,1,70,21,30,75.7,28,37,66.7,24,36
441912110,3182017,Kheleng Senior Secondary,Y,3,83.1,74,89,84.4,103,122,87.1,61,70
442908307,3181019,Kutloanong Senior Secondary,N,1,81.3,122,150,89.2,132,148,93.8,91,97
442908319,3181020,La Wesi Senior Secondary,N,3,58.9,53,90,88.9,48,54,68.1,49,72
444712002,3182018,Lebogang Senior Secondary,N,3,80.9,93,115,96.6,112,116,89,97,109
444712127,3182067,Lekgarietse,N,3,90.9,50,55,92.5,74,80,87.5,35,40
444712029,3182019,Lenakeng T,N,2,41,25,61,81,34,42,41.2,35,85
